symbol,ex_date,amount
EEM,2021-12-30,0.026
EEM,2022-06-09,0.362
EEM,2022-12-13,0.584
EEM,2023-06-07,0.31
EEM,2023-12-20,0.748
EEM,2024-06-11,0.29
EEM,2024-12-17,0.727
EEM,2025-06-16,0.452
EEM,2025-12-16,0.763
EEM,2026-06-15,0.351
GE,2006-09-21,1.198109
GE,2006-12-21,1.341882
GE,2007-02-22,1.341882
GE,2007-06-21,1.341882
GE,2007-09-20,1.341882
GE,2007-12-20,1.485656
GE,2008-02-21,1.485656
GE,2008-06-19,1.485656
GE,2008-09-18,1.485656
GE,2008-12-24,1.485656
GE,2009-02-19,1.485656
GE,2009-06-18,0.479244
GE,2009-09-17,0.479244
GE,2009-12-23,0.479244
GE,2010-02-25,0.479244
GE,2010-06-17,0.479244
GE,2010-09-16,0.575092
GE,2010-12-22,0.670941
GE,2011-02-24,0.670941
GE,2011-06-16,0.718866
GE,2011-09-15,0.718866
GE,2011-12-22,0.814714
GE,2012-02-23,0.814714
GE,2012-06-15,0.263584
GE,2012-06-21,0.814714
GE,2012-09-20,0.814714
GE,2012-12-20,0.910563
GE,2013-02-21,0.910563
GE,2013-06-20,0.910563
GE,2013-09-19,0.910563
GE,2013-12-19,1.054336
GE,2014-02-20,1.054336
GE,2014-06-19,1.054336
GE,2014-09-18,1.054336
GE,2014-12-18,1.102261
GE,2015-02-19,1.102261
GE,2015-06-18,1.102261
GE,2015-09-17,1.102261
GE,2015-12-17,1.102261
GE,2016-02-25,1.102261
GE,2016-06-16,1.102261
GE,2016-09-15,1.102261
GE,2016-12-22,1.150185
GE,2017-02-23,1.150185
GE,2017-06-15,1.150185
GE,2017-09-15,1.150185
GE,2017-12-26,0.575092
GE,2018-02-23,0.575092
GE,2018-06-15,0.575092
GE,2018-09-14,0.575092
GE,2018-12-19,0.047924
GE,2019-03-08,0.049841
GE,2019-06-28,0.049841
GE,2019-09-13,0.049841
GE,2019-12-20,0.049841
GE,2020-03-06,0.049841
GE,2020-06-26,0.049841
GE,2020-09-25,0.049841
GE,2020-12-18,0.049841
GE,2021-03-05,0.049841
GE,2021-06-25,0.049841
GE,2021-09-24,0.049841
GE,2021-12-20,0.049841
GE,2022-03-07,0.049841
GE,2022-06-27,0.049841
GE,2022-09-26,0.049841
GE,2022-12-14,0.049841
GE,2023-03-06,0.063847
GE,2023-07-10,0.063847
GE,2023-09-25,0.063847
GE,2023-12-27,0.063847
GE,2024-04-12,0.28
GE,2024-07-11,0.28
GE,2024-09-26,0.28
GE,2024-12-27,0.28
GE,2025-03-10,0.36
GE,2025-07-07,0.36
GE,2025-09-29,0.36
GE,2025-12-29,0.36
GE,2026-03-09,0.47
GE,2026-07-06,0.47
GOOGL,2024-06-10,0.2
GOOGL,2024-09-09,0.2
GOOGL,2024-12-09,0.2
GOOGL,2025-03-10,0.2
GOOGL,2025-06-09,0.21
GOOGL,2025-09-08,0.21
GOOGL,2025-12-08,0.21
GOOGL,2026-03-09,0.21
GOOGL,2026-06-08,0.22
GOOGL,2026-09-04,0.22
GS,2006-10-19,0.35
GS,2007-01-19,0.35
GS,2007-04-20,0.35
GS,2007-07-27,0.35
GS,2007-10-25,0.35
GS,2008-01-25,0.35
GS,2008-04-25,0.35
GS,2008-07-25,0.35
GS,2008-10-23,0.35
GS,2009-02-20,0.467
GS,2009-05-21,0.35
GS,2009-08-21,0.35
GS,2009-11-30,0.35
GS,2010-02-26,0.35
GS,2010-05-27,0.35
GS,2010-08-30,0.35
GS,2010-11-30,0.35
GS,2011-02-28,0.35
GS,2011-05-27,0.35
GS,2011-08-30,0.35
GS,2011-11-29,0.35
GS,2012-02-28,0.35
GS,2012-05-29,0.46
GS,2012-08-28,0.46
GS,2012-11-28,0.5
GS,2013-02-26,0.5
GS,2013-05-28,0.5
GS,2013-08-28,0.5
GS,2013-11-27,0.55
GS,2014-02-26,0.55
GS,2014-05-28,0.55
GS,2014-08-27,0.55
GS,2014-11-28,0.6
GS,2015-02-26,0.6
GS,2015-05-28,0.65
GS,2015-08-28,0.65
GS,2015-11-30,0.65
GS,2016-02-29,0.65
GS,2016-05-27,0.65
GS,2016-08-30,0.65
GS,2016-11-29,0.65
GS,2017-02-28,0.65
GS,2017-05-30,0.75
GS,2017-08-29,0.75
GS,2017-11-29,0.75
GS,2018-02-28,0.75
GS,2018-05-30,0.8
GS,2018-08-29,0.8
GS,2018-11-29,0.8
GS,2019-02-27,0.8
GS,2019-05-29,0.85
GS,2019-08-29,1.25
GS,2019-11-29,1.25
GS,2020-02-28,1.25
GS,2020-05-29,1.25
GS,2020-08-31,1.25
GS,2020-12-01,1.25
GS,2021-03-01,1.25
GS,2021-05-28,1.25
GS,2021-08-31,2.0
GS,2021-12-01,2.0
GS,2022-03-01,2.0
GS,2022-05-31,2.0
GS,2022-08-31,2.5
GS,2022-11-30,2.5
GS,2023-03-01,2.5
GS,2023-05-31,2.5
GS,2023-08-30,2.75
GS,2023-11-29,2.75
GS,2024-02-28,2.75
GS,2024-05-30,2.75
GS,2024-08-30,3.0
GS,2024-12-02,3.0
GS,2025-02-28,3.0
GS,2025-05-30,3.0
GS,2025-08-29,4.0
GS,2025-12-02,4.0
GS,2026-03-02,4.5
GS,2026-06-01,4.5
GS,2026-09-01,5.0
HD,2006-11-28,0.225
HD,2007-03-06,0.225
HD,2007-06-05,0.225
HD,2007-08-28,0.225
HD,2007-11-27,0.225
HD,2008-03-11,0.225
HD,2008-06-03,0.225
HD,2008-09-02,0.225
HD,2008-12-02,0.225
HD,2009-03-10,0.225
HD,2009-06-09,0.225
HD,2009-09-01,0.225
HD,2009-12-01,0.225
HD,2010-03-09,0.236
HD,2010-06-01,0.236
HD,2010-08-31,0.236
HD,2010-11-30,0.236
HD,2011-03-08,0.25
HD,2011-06-14,0.25
HD,2011-08-30,0.25
HD,2011-11-29,0.29
HD,2012-03-06,0.29
HD,2012-05-29,0.29
HD,2012-08-28,0.29
HD,2012-11-27,0.29
HD,2013-03-12,0.39
HD,2013-06-04,0.39
HD,2013-09-03,0.39
HD,2013-12-03,0.39
HD,2014-03-11,0.47
HD,2014-06-03,0.47
HD,2014-09-02,0.47
HD,2014-12-02,0.47
HD,2015-03-10,0.59
HD,2015-06-02,0.59
HD,2015-09-01,0.59
HD,2015-12-01,0.59
HD,2016-03-08,0.69
HD,2016-05-31,0.69
HD,2016-08-30,0.69
HD,2016-11-29,0.69
HD,2017-03-07,0.89
HD,2017-05-30,0.89
HD,2017-08-29,0.89
HD,2017-11-29,0.89
HD,2018-03-07,1.03
HD,2018-05-30,1.03
HD,2018-08-29,1.03
HD,2018-11-28,1.03
HD,2019-03-13,1.36
HD,2019-06-05,1.36
HD,2019-09-04,1.36
HD,2019-12-04,1.36
HD,2020-03-11,1.5
HD,2020-06-03,1.5
HD,2020-09-02,1.5
HD,2020-12-02,1.5
HD,2021-03-10,1.65
HD,2021-06-02,1.65
HD,2021-09-01,1.65
HD,2021-12-01,1.65
HD,2022-03-09,1.9
HD,2022-06-01,1.9
HD,2022-08-31,1.9
HD,2022-11-30,1.9
HD,2023-03-08,2.09
HD,2023-05-31,2.09
HD,2023-08-30,2.09
HD,2023-11-29,2.09
HD,2024-03-06,2.25
HD,2024-05-30,2.25
HD,2024-08-29,2.25
HD,2024-11-27,2.25
HD,2025-03-13,2.3
HD,2025-06-05,2.3
HD,2025-09-04,2.3
HD,2025-12-04,2.3
HD,2026-03-12,2.33
HD,2026-06-04,2.33
HD,2026-09-03,2.33
IBM,2006-11-08,0.286807
IBM,2007-02-07,0.286807
IBM,2007-05-08,0.382409
IBM,2007-08-08,0.382409
IBM,2007-11-07,0.382409
IBM,2008-02-06,0.382409
IBM,2008-05-07,0.478011
IBM,2008-08-06,0.478011
IBM,2008-11-06,0.478011
IBM,2009-02-06,0.478011
IBM,2009-05-06,0.525813
IBM,2009-08-06,0.525813
IBM,2009-11-06,0.525813
IBM,2010-02-08,0.525813
IBM,2010-05-06,0.621415
IBM,2010-08-06,0.621415
IBM,2010-11-08,0.621415
IBM,2011-02-08,0.621415
IBM,2011-05-06,0.717017
IBM,2011-08-08,0.717017
IBM,2011-11-08,0.717017
IBM,2012-02-08,0.717017
IBM,2012-05-08,0.81262
IBM,2012-08-08,0.81262
IBM,2012-11-07,0.81262
IBM,2013-02-06,0.81262
IBM,2013-05-08,0.908222
IBM,2013-08-07,0.908222
IBM,2013-11-06,0.908222
IBM,2014-02-06,0.908222
IBM,2014-05-07,1.051625
IBM,2014-08-06,1.051625
IBM,2014-11-06,1.051625
IBM,2015-02-06,1.051625
IBM,2015-05-06,1.24283
IBM,2015-08-06,1.24283
IBM,2015-11-06,1.24283
IBM,2016-02-08,1.24283
IBM,2016-05-06,1.338432
IBM,2016-08-08,1.338432
IBM,2016-11-08,1.338432
IBM,2017-02-08,1.338432
IBM,2017-05-08,1.434034
IBM,2017-08-08,1.434034
IBM,2017-11-09,1.434034
IBM,2018-02-08,1.434034
IBM,2018-05-09,1.500956
IBM,2018-08-09,1.500956
IBM,2018-11-08,1.500956
IBM,2019-02-07,1.500956
IBM,2019-05-09,1.548757
IBM,2019-08-08,1.548757
IBM,2019-11-07,1.548757
IBM,2020-02-07,1.548757
IBM,2020-05-07,1.558317
IBM,2020-08-07,1.558317
IBM,2020-11-09,1.558317
IBM,2021-02-09,1.558317
IBM,2021-05-07,1.567878
IBM,2021-08-09,1.567878
IBM,2021-11-09,1.64
IBM,2022-02-10,1.64
IBM,2022-05-09,1.65
IBM,2022-08-09,1.65
IBM,2022-11-09,1.65
IBM,2023-02-09,1.65
IBM,2023-05-09,1.66
IBM,2023-08-09,1.66
IBM,2023-11-09,1.66
IBM,2024-02-08,1.66
IBM,2024-05-09,1.67
IBM,2024-08-09,1.67
IBM,2024-11-12,1.67
IBM,2025-02-10,1.67
IBM,2025-05-09,1.68
IBM,2025-08-08,1.68
IBM,2025-11-10,1.68
IBM,2026-02-10,1.68
IBM,2026-05-08,1.69
IBM,2026-08-10,1.69
INTC,2006-11-03,0.1
INTC,2007-02-05,0.113
INTC,2007-05-03,0.113
INTC,2007-08-03,0.113
INTC,2007-11-05,0.113
INTC,2008-02-05,0.128
INTC,2008-05-05,0.14
INTC,2008-08-05,0.14
INTC,2008-11-05,0.14
INTC,2009-02-04,0.14
INTC,2009-05-05,0.14
INTC,2009-08-05,0.14
INTC,2009-11-04,0.14
INTC,2010-02-03,0.158
INTC,2010-05-05,0.158
INTC,2010-08-04,0.158
INTC,2010-11-03,0.158
INTC,2011-02-03,0.181
INTC,2011-05-04,0.181
INTC,2011-08-03,0.21
INTC,2011-11-03,0.21
INTC,2012-02-03,0.21
INTC,2012-05-03,0.21
INTC,2012-08-03,0.225
INTC,2012-11-05,0.225
INTC,2013-02-05,0.225
INTC,2013-05-03,0.225
INTC,2013-08-05,0.225
INTC,2013-11-05,0.225
INTC,2014-02-05,0.225
INTC,2014-05-05,0.225
INTC,2014-08-05,0.225
INTC,2014-11-05,0.225
INTC,2015-02-04,0.24
INTC,2015-05-05,0.24
INTC,2015-08-05,0.24
INTC,2015-11-04,0.24
INTC,2016-02-03,0.26
INTC,2016-05-04,0.26
INTC,2016-08-03,0.26
INTC,2016-11-03,0.26
INTC,2017-02-03,0.26
INTC,2017-05-03,0.273
INTC,2017-08-03,0.273
INTC,2017-11-06,0.273
INTC,2018-02-06,0.3
INTC,2018-05-04,0.3
INTC,2018-08-06,0.3
INTC,2018-11-06,0.3
INTC,2019-02-06,0.315
INTC,2019-05-06,0.315
INTC,2019-08-06,0.315
INTC,2019-11-06,0.315
INTC,2020-02-06,0.33
INTC,2020-05-06,0.33
INTC,2020-08-06,0.33
INTC,2020-11-05,0.33
INTC,2021-02-04,0.348
INTC,2021-05-06,0.348
INTC,2021-08-05,0.348
INTC,2021-11-04,0.348
INTC,2022-02-04,0.365
INTC,2022-05-05,0.365
INTC,2022-08-04,0.365
INTC,2022-11-04,0.365
INTC,2023-02-06,0.365
INTC,2023-05-04,0.125
INTC,2023-08-04,0.125
INTC,2023-11-06,0.125
INTC,2024-02-06,0.125
INTC,2024-05-06,0.125
INTC,2024-08-07,0.125
IWM,2006-09-26,0.231
IWM,2006-12-20,0.329
IWM,2007-03-23,0.154
IWM,2007-06-28,0.159
IWM,2007-09-25,0.195
IWM,2007-12-27,0.267
IWM,2008-03-24,0.11
IWM,2008-07-02,0.257
IWM,2008-09-24,0.15
IWM,2008-12-23,0.361
IWM,2009-03-24,0.141
IWM,2009-07-02,0.181
IWM,2009-09-22,0.145
IWM,2009-12-23,0.253
IWM,2010-03-24,0.172
IWM,2010-07-02,0.199
IWM,2010-09-23,0.165
IWM,2010-12-22,0.357
IWM,2011-03-24,0.169
IWM,2011-07-05,0.252
IWM,2011-09-23,0.25
IWM,2011-12-22,0.36
IWM,2012-03-23,0.251
IWM,2012-06-26,0.377
IWM,2012-09-24,0.332
IWM,2012-12-19,0.727
IWM,2013-03-25,0.264
IWM,2013-07-02,0.43
IWM,2013-09-24,0.283
IWM,2013-12-23,0.437
IWM,2014-03-25,0.302
IWM,2014-07-02,0.459
IWM,2014-09-24,0.305
IWM,2014-12-24,0.445
IWM,2015-03-25,0.383
IWM,2015-07-02,0.529
IWM,2015-09-25,0.324
IWM,2015-12-24,0.496
IWM,2016-03-23,0.327
IWM,2016-07-06,0.621
IWM,2016-09-26,0.344
IWM,2016-12-22,0.563
IWM,2017-03-24,0.387
IWM,2017-07-06,0.609
IWM,2017-09-26,0.349
IWM,2017-12-21,0.579
IWM,2018-03-22,0.362
IWM,2018-07-03,0.595
IWM,2018-09-26,0.45
IWM,2018-12-17,0.469
IWM,2019-03-20,0.412
IWM,2019-06-17,0.533
IWM,2019-09-24,0.544
IWM,2019-12-16,0.597
IWM,2020-03-25,0.42
IWM,2020-06-15,0.466
IWM,2020-09-23,0.566
IWM,2020-12-14,0.592
IWM,2021-03-25,0.398
IWM,2021-06-10,0.347
IWM,2021-09-24,0.679
IWM,2021-12-13,0.666
IWM,2022-03-24,0.4
IWM,2022-06-09,0.494
IWM,2022-09-26,0.861
IWM,2022-12-13,0.83
IWM,2023-03-23,0.631
IWM,2023-06-07,0.509
IWM,2023-09-26,0.829
IWM,2023-12-20,0.734
IWM,2024-03-21,0.522
IWM,2024-06-11,0.562
IWM,2024-09-25,0.752
IWM,2024-12-17,0.694
IWM,2025-03-18,0.46
IWM,2025-06-16,0.576
IWM,2025-09-16,0.677
IWM,2025-12-16,0.842
IWM,2026-03-17,0.442
IWM,2026-06-15,0.695
IWM,2026-09-15,0.75
JNJ,2006-11-24,0.375
JNJ,2007-02-23,0.375
JNJ,2007-05-24,0.415
JNJ,2007-08-24,0.415
JNJ,2007-11-23,0.415
JNJ,2008-02-22,0.415
JNJ,2008-05-22,0.46
JNJ,2008-08-22,0.46
JNJ,2008-11-21,0.46
JNJ,2009-02-20,0.46
JNJ,2009-05-21,0.49
JNJ,2009-08-21,0.49
JNJ,2009-11-20,0.49
JNJ,2010-02-19,0.49
JNJ,2010-05-27,0.54
JNJ,2010-08-27,0.54
JNJ,2010-11-26,0.54
JNJ,2011-02-25,0.54
JNJ,2011-05-26,0.57
JNJ,2011-08-26,0.57
JNJ,2011-11-25,0.57
JNJ,2012-02-24,0.57
JNJ,2012-05-24,0.61
JNJ,2012-08-24,0.61
JNJ,2012-11-23,0.61
JNJ,2013-02-22,0.61
JNJ,2013-05-23,0.66
JNJ,2013-08-23,0.66
JNJ,2013-11-22,0.66
JNJ,2014-02-21,0.66
JNJ,2014-05-22,0.7
JNJ,2014-08-22,0.7
JNJ,2014-11-21,0.7
JNJ,2015-02-20,0.7
JNJ,2015-05-21,0.75
JNJ,2015-08-21,0.75
JNJ,2015-11-20,0.75
JNJ,2016-02-19,0.75
JNJ,2016-05-20,0.8
JNJ,2016-08-19,0.8
JNJ,2016-11-18,0.8
JNJ,2017-02-24,0.8
JNJ,2017-05-25,0.84
JNJ,2017-08-25,0.84
JNJ,2017-11-27,0.84
JNJ,2018-02-26,0.84
JNJ,2018-05-25,0.9
JNJ,2018-08-27,0.9
JNJ,2018-11-26,0.9
JNJ,2019-02-25,0.9
JNJ,2019-05-24,0.95
JNJ,2019-08-26,0.95
JNJ,2019-11-25,0.95
JNJ,2020-02-24,0.95
JNJ,2020-05-22,1.01
JNJ,2020-08-24,1.01
JNJ,2020-11-23,1.01
JNJ,2021-02-22,1.01
JNJ,2021-05-24,1.06
JNJ,2021-08-23,1.06
JNJ,2021-11-22,1.06
JNJ,2022-02-18,1.06
JNJ,2022-05-23,1.13
JNJ,2022-08-22,1.13
JNJ,2022-11-21,1.13
JNJ,2023-02-17,1.13
JNJ,2023-05-22,1.19
JNJ,2023-08-25,1.19
JNJ,2023-11-20,1.19
JNJ,2024-02-16,1.19
JNJ,2024-05-20,1.24
JNJ,2024-08-27,1.24
JNJ,2024-11-26,1.24
JNJ,2025-02-18,1.24
JNJ,2025-05-27,1.3
JNJ,2025-08-26,1.3
JNJ,2025-11-25,1.3
JNJ,2026-02-24,1.3
JNJ,2026-05-26,1.34
JNJ,2026-08-25,1.34
JPM,2006-10-04,0.34
JPM,2007-01-03,0.34
JPM,2007-04-03,0.34
JPM,2007-07-03,0.38
JPM,2007-10-03,0.38
JPM,2008-01-02,0.38
JPM,2008-04-02,0.38
JPM,2008-07-01,0.38
JPM,2008-10-02,0.38
JPM,2009-01-02,0.38
JPM,2009-04-02,0.05
JPM,2009-07-01,0.05
JPM,2009-10-02,0.05
JPM,2010-01-04,0.05
JPM,2010-04-01,0.05
JPM,2010-07-01,0.05
JPM,2010-10-04,0.05
JPM,2011-01-04,0.05
JPM,2011-04-04,0.25
JPM,2011-07-01,0.25
JPM,2011-10-04,0.25
JPM,2012-01-04,0.25
JPM,2012-04-03,0.3
JPM,2012-07-03,0.3
JPM,2012-10-03,0.3
JPM,2013-01-02,0.3
JPM,2013-04-03,0.3
JPM,2013-07-02,0.38
JPM,2013-10-02,0.38
JPM,2014-01-02,0.38
JPM,2014-04-02,0.38
JPM,2014-07-01,0.4
JPM,2014-10-02,0.4
JPM,2015-01-02,0.4
JPM,2015-04-01,0.4
JPM,2015-07-01,0.44
JPM,2015-10-02,0.44
JPM,2016-01-04,0.44
JPM,2016-04-04,0.44
JPM,2016-07-01,0.48
JPM,2016-10-04,0.48
JPM,2017-01-04,0.48
JPM,2017-04-04,0.5
JPM,2017-07-03,0.5
JPM,2017-10-05,0.56
JPM,2018-01-04,0.56
JPM,2018-04-05,0.56
JPM,2018-07-05,0.56
JPM,2018-10-04,0.8
JPM,2019-01-03,0.8
JPM,2019-04-04,0.8
JPM,2019-07-03,0.8
JPM,2019-10-03,0.9
JPM,2020-01-03,0.9
JPM,2020-04-03,0.9
JPM,2020-07-02,0.9
JPM,2020-10-05,0.9
JPM,2021-01-05,0.9
JPM,2021-04-05,0.9
JPM,2021-07-02,0.9
JPM,2021-10-05,1.0
JPM,2022-01-05,1.0
JPM,2022-04-05,1.0
JPM,2022-07-05,1.0
JPM,2022-10-05,1.0
JPM,2023-01-05,1.0
JPM,2023-04-05,1.0
JPM,2023-07-05,1.0
JPM,2023-10-05,1.05
JPM,2024-01-04,1.05
JPM,2024-04-04,1.15
JPM,2024-07-05,1.15
JPM,2024-10-04,1.25
JPM,2025-01-06,1.25
JPM,2025-04-04,1.4
JPM,2025-07-03,1.4
JPM,2025-10-06,1.5
JPM,2026-01-06,1.5
JPM,2026-04-06,1.5
JPM,2026-07-06,1.5
KO,2006-11-29,0.155
KO,2007-03-13,0.17
KO,2007-06-13,0.17
KO,2007-09-12,0.17
KO,2007-11-28,0.17
KO,2008-03-12,0.19
KO,2008-06-11,0.19
KO,2008-09-11,0.19
KO,2008-11-26,0.19
KO,2009-03-11,0.205
KO,2009-06-11,0.205
KO,2009-09-11,0.205
KO,2009-11-27,0.205
KO,2010-03-11,0.22
KO,2010-06-11,0.22
KO,2010-09-13,0.22
KO,2010-11-29,0.22
KO,2011-03-11,0.235
KO,2011-06-13,0.235
KO,2011-09-13,0.235
KO,2011-11-29,0.235
KO,2012-03-13,0.255
KO,2012-06-13,0.255
KO,2012-09-12,0.255
KO,2012-11-28,0.255
KO,2013-03-13,0.28
KO,2013-06-12,0.28
KO,2013-09-12,0.28
KO,2013-11-27,0.28
KO,2014-03-12,0.305
KO,2014-06-12,0.305
KO,2014-09-11,0.305
KO,2014-11-26,0.305
KO,2015-03-12,0.33
KO,2015-06-11,0.33
KO,2015-09-11,0.33
KO,2015-11-27,0.33
KO,2016-03-11,0.35
KO,2016-06-13,0.35
KO,2016-09-13,0.35
KO,2016-11-29,0.35
KO,2017-03-13,0.37
KO,2017-06-13,0.37
KO,2017-09-14,0.37
KO,2017-11-30,0.37
KO,2018-03-14,0.39
KO,2018-06-14,0.39
KO,2018-09-13,0.39
KO,2018-11-29,0.39
KO,2019-03-14,0.4
KO,2019-06-13,0.4
KO,2019-09-13,0.4
KO,2019-11-29,0.4
KO,2020-03-13,0.41
KO,2020-06-12,0.41
KO,2020-09-14,0.41
KO,2020-11-30,0.41
KO,2021-03-12,0.42
KO,2021-06-14,0.42
KO,2021-09-14,0.42
KO,2021-11-30,0.42
KO,2022-03-14,0.44
KO,2022-06-14,0.44
KO,2022-09-15,0.44
KO,2022-11-30,0.44
KO,2023-03-16,0.46
KO,2023-06-15,0.46
KO,2023-09-14,0.46
KO,2023-11-30,0.46
KO,2024-03-14,0.485
KO,2024-06-14,0.485
KO,2024-09-13,0.485
KO,2024-11-29,0.485
KO,2025-03-14,0.51
KO,2025-06-13,0.51
KO,2025-09-15,0.51
KO,2025-12-01,0.51
KO,2026-03-13,0.53
KO,2026-06-15,0.53
KO,2026-09-15,0.53
LLY,2006-11-13,0.4
LLY,2007-02-13,0.425
LLY,2007-05-11,0.425
LLY,2007-08-13,0.425
LLY,2007-11-13,0.425
LLY,2008-02-13,0.47
LLY,2008-05-13,0.47
LLY,2008-08-13,0.47
LLY,2008-11-12,0.47
LLY,2009-02-11,0.49
LLY,2009-05-13,0.49
LLY,2009-08-12,0.49
LLY,2009-11-10,0.49
LLY,2010-02-10,0.49
LLY,2010-05-12,0.49
LLY,2010-08-11,0.49
LLY,2010-11-10,0.49
LLY,2011-02-11,0.49
LLY,2011-05-11,0.49
LLY,2011-08-11,0.49
LLY,2011-11-10,0.49
LLY,2012-02-13,0.49
LLY,2012-05-11,0.49
LLY,2012-08-13,0.49
LLY,2012-11-13,0.49
LLY,2013-02-13,0.49
LLY,2013-05-14,0.49
LLY,2013-08-13,0.49
LLY,2013-11-13,0.49
LLY,2014-02-12,0.49
LLY,2014-05-13,0.49
LLY,2014-08-13,0.49
LLY,2014-11-12,0.49
LLY,2015-02-11,0.5
LLY,2015-05-14,0.5
LLY,2015-08-12,0.5
LLY,2015-11-10,0.5
LLY,2016-02-10,0.51
LLY,2016-05-11,0.51
LLY,2016-08-11,0.51
LLY,2016-11-10,0.51
LLY,2017-02-13,0.52
LLY,2017-05-11,0.52
LLY,2017-08-11,0.52
LLY,2017-11-14,0.52
LLY,2018-02-14,0.563
LLY,2018-05-16,0.563
LLY,2018-08-14,0.563
LLY,2018-11-14,0.563
LLY,2019-02-14,0.645
LLY,2019-05-16,0.645
LLY,2019-08-14,0.645
LLY,2019-11-14,0.645
LLY,2020-02-13,0.74
LLY,2020-05-14,0.74
LLY,2020-08-13,0.74
LLY,2020-11-12,0.74
LLY,2021-02-11,0.85
LLY,2021-05-13,0.85
LLY,2021-08-12,0.85
LLY,2021-11-12,0.85
LLY,2022-02-14,0.98
LLY,2022-05-13,0.98
LLY,2022-08-12,0.98
LLY,2022-11-14,0.98
LLY,2023-02-14,1.13
LLY,2023-05-12,1.13
LLY,2023-08-14,1.13
LLY,2023-11-14,1.13
LLY,2024-02-14,1.3
LLY,2024-05-15,1.3
LLY,2024-08-15,1.3
LLY,2024-11-15,1.3
LLY,2025-02-14,1.5
LLY,2025-05-16,1.5
LLY,2025-08-15,1.5
LLY,2025-11-14,1.5
LLY,2026-02-13,1.73
LLY,2026-05-15,1.73
LLY,2026-08-14,1.73
MA,2006-10-05,0.009
MA,2007-01-10,0.009
MA,2007-04-04,0.015
MA,2007-06-29,0.015
MA,2007-10-17,0.015
MA,2008-01-09,0.015
MA,2008-04-07,0.015
MA,2008-07-09,0.015
MA,2008-10-08,0.015
MA,2009-01-07,0.015
MA,2009-04-08,0.015
MA,2009-07-08,0.015
MA,2009-10-07,0.015
MA,2010-01-06,0.015
MA,2010-04-07,0.015
MA,2010-07-01,0.015
MA,2010-10-07,0.015
MA,2011-01-06,0.015
MA,2011-04-06,0.015
MA,2011-07-06,0.015
MA,2011-10-05,0.015
MA,2012-01-05,0.015
MA,2012-04-04,0.03
MA,2012-07-05,0.03
MA,2012-10-05,0.03
MA,2013-01-07,0.03
MA,2013-04-05,0.06
MA,2013-07-05,0.06
MA,2013-10-07,0.06
MA,2014-01-07,0.11
MA,2014-04-07,0.11
MA,2014-07-07,0.11
MA,2014-10-07,0.11
MA,2015-01-07,0.16
MA,2015-04-07,0.16
MA,2015-07-07,0.16
MA,2015-10-07,0.16
MA,2016-01-06,0.19
MA,2016-04-06,0.19
MA,2016-07-06,0.19
MA,2016-10-05,0.19
MA,2017-01-05,0.22
MA,2017-04-05,0.22
MA,2017-07-05,0.22
MA,2017-10-05,0.22
MA,2018-01-08,0.25
MA,2018-04-06,0.25
MA,2018-07-06,0.25
MA,2018-10-05,0.25
MA,2019-01-08,0.33
MA,2019-04-08,0.33
MA,2019-07-08,0.33
MA,2019-10-08,0.33
MA,2020-01-08,0.4
MA,2020-04-08,0.4
MA,2020-07-08,0.4
MA,2020-10-08,0.4
MA,2021-01-07,0.44
MA,2021-04-08,0.44
MA,2021-07-08,0.44
MA,2021-10-07,0.44
MA,2022-01-06,0.49
MA,2022-04-07,0.49
MA,2022-07-07,0.49
MA,2022-10-06,0.49
MA,2023-01-06,0.57
MA,2023-04-05,0.57
MA,2023-07-06,0.57
MA,2023-10-05,0.57
MA,2024-01-08,0.66
MA,2024-04-08,0.66
MA,2024-07-09,0.66
MA,2024-10-09,0.66
MA,2025-01-10,0.76
MA,2025-04-09,0.76
MA,2025-07-09,0.76
MA,2025-10-09,0.76
MA,2026-01-09,0.87
MA,2026-04-09,0.87
MA,2026-07-09,0.87
MCD,2006-11-13,1.0
MCD,2007-11-13,1.5
MCD,2008-02-28,0.375
MCD,2008-06-05,0.375
MCD,2008-08-28,0.375
MCD,2008-11-26,0.5
MCD,2009-02-26,0.5
MCD,2009-06-04,0.5
MCD,2009-08-28,0.5
MCD,2009-11-27,0.55
MCD,2010-02-25,0.55
MCD,2010-05-27,0.55
MCD,2010-08-30,0.55
MCD,2010-11-29,0.61
MCD,2011-02-25,0.61
MCD,2011-05-27,0.61
MCD,2011-08-30,0.61
MCD,2011-11-29,0.7
MCD,2012-02-28,0.7
MCD,2012-05-31,0.7
MCD,2012-08-30,0.7
MCD,2012-11-29,0.77
MCD,2013-02-27,0.77
MCD,2013-05-30,0.77
MCD,2013-08-29,0.77
MCD,2013-11-27,0.81
MCD,2014-02-27,0.81
MCD,2014-05-29,0.81
MCD,2014-08-28,0.81
MCD,2014-11-26,0.85
MCD,2015-02-26,0.85
MCD,2015-05-28,0.85
MCD,2015-08-28,0.85
MCD,2015-11-27,0.89
MCD,2016-02-26,0.89
MCD,2016-06-02,0.89
MCD,2016-08-30,0.89
MCD,2016-11-29,0.94
MCD,2017-02-27,0.94
MCD,2017-06-01,0.94
MCD,2017-08-30,0.94
MCD,2017-11-30,1.01
MCD,2018-02-28,1.01
MCD,2018-06-01,1.01
MCD,2018-08-31,1.01
MCD,2018-11-30,1.16
MCD,2019-02-28,1.16
MCD,2019-05-31,1.16
MCD,2019-08-30,1.16
